,temp_f
2017-10-12 00:00:00+00:00,65.09493750000014
2017-10-13 00:00:00+00:00,65.30566874999985
2017-10-14 00:00:00+00:00,68.69106249999983
2017-10-15 00:00:00+00:00,74.94268749999998
2017-10-16 00:00:00+00:00,78.55281249999965
2017-10-17 00:00:00+00:00,79.11721874999996
2017-10-18 00:00:00+00:00,77.62094375000012
2017-10-19 00:00:00+00:00,69.34349375000004
2017-10-20 00:00:00+00:00,66.06446875000054
2017-10-21 00:00:00+00:00,65.66276875000003
2017-10-22 00:00:00+00:00,71.77806249999995
2017-10-23 00:00:00+00:00,79.20084374999992
2017-10-24 00:00:00+00:00,93.83267500000028
2017-10-25 00:00:00+00:00,83.59494999999959
2017-10-26 00:00:00+00:00,78.79846875000007
2017-10-27 00:00:00+00:00,74.16753124999971
2017-10-28 00:00:00+00:00,71.36206250000005
2017-10-29 00:00:00+00:00,64.6594812499998
2017-10-30 00:00:00+00:00,63.45323017241401
2017-10-31 00:00:00+00:00,63.401523181245246
2017-11-01 00:00:00+00:00,64.34210289634163
2017-11-02 00:00:00+00:00,62.515468750000004
2017-11-03 00:00:00+00:00,62.12230000000045
2017-11-04 00:00:00+00:00,62.488093750000125
2017-11-05 00:00:00+00:00,63.047531249999935
2017-11-06 00:00:00+00:00,62.0174249999999
2017-11-07 00:00:00+00:00,64.57032499999994
2017-11-08 00:00:00+00:00,64.63990625000027
2017-11-09 00:00:00+00:00,62.857449999999695
2017-11-10 00:00:00+00:00,60.512662500000104
2017-11-11 00:00:00+00:00,59.82756250000011
2017-11-12 00:00:00+00:00,60.195387499999825
2017-11-13 00:00:00+00:00,60.689537500000085
2017-11-14 00:00:00+00:00,63.60051250000008
2017-11-15 00:00:00+00:00,65.68759374999999
2017-11-16 00:00:00+00:00,67.14521875000005
2017-11-17 00:00:00+00:00,67.60167499999986
2017-11-18 00:00:00+00:00,63.650825000000026
2017-11-19 00:00:00+00:00,64.11971874999999
2017-11-20 00:00:00+00:00,61.230556250000205
2017-11-21 00:00:00+00:00,69.66966875000001
2017-11-22 00:00:00+00:00,76.37545000000007
2017-11-23 00:00:00+00:00,75.99731250000008
2017-11-24 00:00:00+00:00,72.45004374999999
2017-11-25 00:00:00+00:00,70.42201875000009
2017-11-26 00:00:00+00:00,65.16707500000012
2017-11-27 00:00:00+00:00,60.3711999999998
2017-11-28 00:00:00+00:00,59.05820625000007
2017-11-29 00:00:00+00:00,64.79548904382469
2017-11-30 00:00:00+00:00,63.18424375000001
2017-12-01 00:00:00+00:00,62.48811310483881
2017-12-02 00:00:00+00:00,62.032049395161366
2017-12-03 00:00:00+00:00,59.71467559739325
2017-12-04 00:00:00+00:00,56.5449249999999
2017-12-05 00:00:00+00:00,61.36479375000039
2017-12-06 00:00:00+00:00,65.4867500000002
2017-12-07 00:00:00+00:00,71.9874249999998
2017-12-08 00:00:00+00:00,63.777512499999965
2017-12-09 00:00:00+00:00,62.160050000000105
2017-12-10 00:00:00+00:00,65.12723749999995
2017-12-11 00:00:00+00:00,65.56691875000004
2017-12-12 00:00:00+00:00,60.65461249999992
2017-12-13 00:00:00+00:00,62.43012499999999
2017-12-14 00:00:00+00:00,60.10759374999981
2017-12-15 00:00:00+00:00,65.91911874999975
2017-12-16 00:00:00+00:00,60.01909375000027
2017-12-17 00:00:00+00:00,61.357924999999874
2017-12-18 00:00:00+00:00,61.560456249999916
2017-12-19 00:00:00+00:00,57.606387500000096
2017-12-20 00:00:00+00:00,51.736149999999995
2017-12-21 00:00:00+00:00,52.83002499999991
2017-12-22 00:00:00+00:00,49.285931250000075
2017-12-23 00:00:00+00:00,51.81961250000003
2017-12-24 00:00:00+00:00,56.96545000000002
2017-12-25 00:00:00+00:00,54.92262500000011
2017-12-26 00:00:00+00:00,54.47518750000013
2017-12-27 00:00:00+00:00,58.594756249999875
2017-12-28 00:00:00+00:00,62.20793749999999
2017-12-29 00:00:00+00:00,64.89461250000022
2017-12-30 00:00:00+00:00,61.03412500000009
2017-12-31 00:00:00+00:00,57.0859497907948
